reference	query	s_gene	s_seq	s_start	s_end	s_strand	s_gene_bp	n_hsps	sum_aln_len	sum_nident	identity_pct	distance	in_selected_pairs
AG-426-F11	AG-904-K03	AG-426-F11_01097	AG-426-F11_NODE_21	1991	4762	+	2772	1	2772	2771.00208	99.964	0.00036	1
AG-426-F11	AG-918-B06	AG-426-F11_01097	AG-426-F11_NODE_21	1991	4762	+	2772	1	2773	2388.99496	86.152	0.13848	1
AG-426-F11	AG-904-K03	AG-426-F11_01098	AG-426-F11_NODE_21	4813	5517	+	705	1	705	705.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01098	AG-426-F11_NODE_21	4813	5517	+	705	1	705	614.9997	87.234	0.12766	1
AG-426-F11	AG-904-K03	AG-426-F11_01099	AG-426-F11_NODE_21	5523	7025	+	1503	1	1503	1501.99299	99.933	0.00067	1
AG-426-F11	AG-904-K03	AG-426-F11_01100	AG-426-F11_NODE_21	7068	8354	+	1287	1	1287	1287.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01100	AG-426-F11_NODE_21	7068	8354	+	1287	1	1287	1161.99369	90.287	0.09713	1
AG-426-F11	AG-904-K03	AG-426-F11_01101	AG-426-F11_NODE_22	567	1268	-	702	1	702	702.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01101	AG-426-F11_NODE_22	567	1268	-	702	1	702	686.00142	97.721	0.02279	1
AG-426-F11	AG-904-K03	AG-426-F11_01102	AG-426-F11_NODE_22	1268	2023	-	756	1	756	756.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01102	AG-426-F11_NODE_22	1268	2023	-	756	1	756	749.99736	99.206	0.00794	1
AG-426-F11	AG-904-K03	AG-426-F11_01103	AG-426-F11_NODE_22	2027	3295	-	1269	1	1269	1269.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01103	AG-426-F11_NODE_22	2027	3295	-	1269	1	1269	1256.99526	99.054	0.00946	1
AG-426-F11	AG-904-K03	AG-426-F11_01104	AG-426-F11_NODE_22	3288	4670	-	1383	1	1383	1382.00424	99.928	0.00072	1
AG-426-F11	AG-918-B06	AG-426-F11_01104	AG-426-F11_NODE_22	3288	4670	-	1383	1	1383	1375.00626	99.422	0.00578	1
AG-426-F11	AG-904-K03	AG-426-F11_01105	AG-426-F11_NODE_22	4750	5784	-	1035	1	1035	1035.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01105	AG-426-F11_NODE_22	4750	5784	-	1035	1	1035	1022.0004	98.744	0.01256	1
AG-426-F11	AG-904-K03	AG-426-F11_01106	AG-426-F11_NODE_22	5892	6524	-	633	1	633	633.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01106	AG-426-F11_NODE_22	5892	6524	-	633	1	345	341.00145	98.841	0.01159	1
AG-426-F11	AG-904-K03	AG-426-F11_01107	AG-426-F11_NODE_22	6599	7411	-	813	1	813	812.00001	99.877	0.00123	1
AG-426-F11	AG-904-K03	AG-426-F11_01108	AG-426-F11_NODE_23	491	2335	+	1845	1	1845	1845.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01108	AG-426-F11_NODE_23	491	2335	+	1845	1	1845	1579.00635	85.583	0.14417	1
AG-426-F11	AG-904-K03	AG-426-F11_01109	AG-426-F11_NODE_23	2345	3502	+	1158	1	1158	1158.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01110	AG-426-F11_NODE_23	3480	4532	+	1053	1	1053	1053.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01111	AG-426-F11_NODE_23	4555	5304	+	750	1	750	750.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01112	AG-426-F11_NODE_23	5307	6320	+	1014	1	1014	1014.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01113	AG-426-F11_NODE_24	69	1310	+	1242	1	1242	1240.99398	99.919	0.00081	1
AG-426-F11	AG-918-B06	AG-426-F11_01113	AG-426-F11_NODE_24	69	1310	+	1242	1	1244	1090.00524	87.621	0.12379	1
AG-426-F11	AG-904-K03	AG-426-F11_01114	AG-426-F11_NODE_24	1313	1477	+	165	1	165	165.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01115	AG-426-F11_NODE_24	1461	2675	+	1215	1	1215	1215.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01116	AG-426-F11_NODE_24	2688	3389	+	702	1	702	702.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01117	AG-426-F11_NODE_24	3386	4498	-	1113	1	1113	1111.9983	99.91	0.0009	1
AG-426-F11	AG-918-B06	AG-426-F11_01117	AG-426-F11_NODE_24	3386	4498	-	1113	1	1113	985.005	88.5	0.115	1
AG-426-F11	AG-904-K03	AG-426-F11_01118	AG-426-F11_NODE_24	4488	5903	-	1416	1	1416	1416.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01119	AG-426-F11_NODE_25	219	875	+	657	1	657	657.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01119	AG-426-F11_NODE_25	219	875	+	657	1	654	623.0004	95.26	0.0474	1
AG-426-F11	AG-904-K03	AG-426-F11_01120	AG-426-F11_NODE_25	877	2661	+	1785	1	1785	1782.0012	99.832	0.00168	1
AG-426-F11	AG-918-B06	AG-426-F11_01120	AG-426-F11_NODE_25	877	2661	+	1785	1	1786	1653.99674	92.609	0.07391	1
AG-426-F11	AG-904-K03	AG-426-F11_01121	AG-426-F11_NODE_25	2662	3486	-	825	1	825	825.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01121	AG-426-F11_NODE_25	2662	3486	-	825	1	825	759.99825	92.121	0.07879	1
AG-426-F11	AG-904-K03	AG-426-F11_01122	AG-426-F11_NODE_25	3603	3962	+	360	1	360	357.9984	99.444	0.00556	1
AG-426-F11	AG-918-B06	AG-426-F11_01122	AG-426-F11_NODE_25	3603	3962	+	360	1	360	312.9984	86.944	0.13056	1
AG-426-F11	AG-904-K03	AG-426-F11_01123	AG-426-F11_NODE_25	3925	4326	+	402	1	402	400.99902	99.751	0.00249	1
AG-426-F11	AG-904-K03	AG-426-F11_01124	AG-426-F11_NODE_25	4327	5661	-	1335	2	1345	1341.00364	99.702873	0.00297127	1
AG-426-F11	AG-918-B06	AG-426-F11_01124	AG-426-F11_NODE_25	4327	5661	-	1335	1	1300	1064.999	81.923	0.18077	1
AG-426-F11	AG-904-K03	AG-426-F11_01125	AG-426-F11_NODE_26	290	1312	+	1023	1	1023	1023.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01125	AG-426-F11_NODE_26	290	1312	+	1023	1	1023	981.99816	95.992	0.04008	1
AG-426-F11	AG-904-K03	AG-426-F11_01126	AG-426-F11_NODE_26	1293	1865	+	573	1	573	573.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01126	AG-426-F11_NODE_26	1293	1865	+	573	1	573	544.00047	94.939	0.05061	1
AG-426-F11	AG-904-K03	AG-426-F11_01127	AG-426-F11_NODE_26	1855	2265	-	411	1	411	411.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01127	AG-426-F11_NODE_26	1855	2265	-	411	1	411	398.00007	96.837	0.03163	1
AG-426-F11	AG-904-K03	AG-426-F11_01128	AG-426-F11_NODE_26	2258	3694	-	1437	1	1437	1437.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01128	AG-426-F11_NODE_26	2258	3694	-	1437	1	1437	1365.0063	94.99	0.0501	1
AG-426-F11	AG-904-K03	AG-426-F11_01129	AG-426-F11_NODE_27	179	664	-	486	1	486	484.99884	99.794	0.00206	1
AG-426-F11	AG-904-K03	AG-426-F11_01130	AG-426-F11_NODE_27	785	1078	+	294	1	294	294.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01130	AG-426-F11_NODE_27	785	1078	+	294	1	294	266.99904	90.816	0.09184	1
AG-426-F11	AG-904-K03	AG-426-F11_01131	AG-426-F11_NODE_27	1103	2758	+	1656	1	1656	1656.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01131	AG-426-F11_NODE_27	1103	2758	+	1656	1	1658	1415.99832	85.404	0.14596	1
AG-426-F11	AG-904-K03	AG-426-F11_01132	AG-426-F11_NODE_27	2855	4681	+	1827	1	1827	1825.99515	99.945	0.00055	1
AG-426-F11	AG-918-B06	AG-426-F11_01132	AG-426-F11_NODE_27	2855	4681	+	1827	1	1827	1538.99172	84.236	0.15764	1
AG-426-F11	AG-904-K03	AG-426-F11_01133	AG-426-F11_NODE_28	18	1007	-	990	1	990	990.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01133	AG-426-F11_NODE_28	18	1007	-	990	1	976	816.00432	83.607	0.16393	1
AG-426-F11	AG-904-K03	AG-426-F11_01134	AG-426-F11_NODE_28	1013	1873	-	861	1	861	861.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01134	AG-426-F11_NODE_28	1013	1873	-	861	1	855	780.99975	91.345	0.08655	1
AG-426-F11	AG-904-K03	AG-426-F11_01135	AG-426-F11_NODE_28	1874	2818	-	945	1	945	945.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01135	AG-426-F11_NODE_28	1874	2818	-	945	1	942	863.00388	91.614	0.08386	1
AG-426-F11	AG-904-K03	AG-426-F11_01136	AG-426-F11_NODE_28	2882	3850	+	969	1	969	969.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01137	AG-426-F11_NODE_30	21	2720	+	2700	1	2700	2699.001	99.963	0.00037	1
AG-426-F11	AG-918-B06	AG-426-F11_01137	AG-426-F11_NODE_30	21	2720	+	2700	1	2685	2270.99985	84.581	0.15419	1
AG-426-F11	AG-904-K03	AG-426-F11_01138	AG-426-F11_NODE_30	2717	3208	+	492	1	492	492.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01139	AG-426-F11_NODE_30	3201	3527	+	327	1	327	327.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01140	AG-426-F11_NODE_31	913	1731	-	819	1	819	818.00082	99.878	0.00122	1
AG-426-F11	AG-918-B06	AG-426-F11_01140	AG-426-F11_NODE_31	913	1731	-	819	1	819	818.00082	99.878	0.00122	1
AG-426-F11	AG-904-K03	AG-426-F11_01141	AG-426-F11_NODE_31	1818	2705	+	888	1	888	883.00056	99.437	0.00563	1
AG-426-F11	AG-904-K03	AG-426-F11_01143	AG-426-F11_NODE_29	409	1383	-	975	1	975	975.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01144	AG-426-F11_NODE_29	1392	2486	-	1095	1	1095	1095.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01145	AG-426-F11_NODE_29	2566	3306	+	741	1	741	739.99965	99.865	0.00135	1
AG-426-F11	AG-904-K03	AG-426-F11_01146	AG-426-F11_NODE_32	1087	2406	-	1320	1	1320	1320.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01147	AG-426-F11_NODE_32	2409	2840	-	432	1	432	432.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01148	AG-426-F11_NODE_33	24	488	+	465	1	465	465.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01149	AG-426-F11_NODE_33	485	949	+	465	1	465	465.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01150	AG-426-F11_NODE_33	954	1250	+	297	1	297	297.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01151	AG-426-F11_NODE_33	1247	1582	+	336	1	336	336.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01152	AG-426-F11_NODE_33	1813	2712	-	900	1	900	900.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01152	AG-426-F11_NODE_33	1813	2712	-	900	1	903	770.99946	85.382	0.14618	1
AG-426-F11	AG-904-K03	AG-426-F11_01153	AG-426-F11_NODE_34	2278	2454	-	177	1	177	177.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01153	AG-426-F11_NODE_34	2278	2454	-	177	1	177	151.00047	85.311	0.14689	1
AG-426-F11	AG-904-K03	AG-426-F11_01154	AG-426-F11_NODE_35	43	669	+	627	1	627	627.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01155	AG-426-F11_NODE_35	669	1709	+	1041	1	1041	1041.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01155	AG-426-F11_NODE_35	669	1709	+	1041	1	1041	962.99787	92.507	0.07493	1
AG-426-F11	AG-904-K03	AG-426-F11_01156	AG-426-F11_NODE_35	1713	2594	+	882	1	882	882.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01156	AG-426-F11_NODE_35	1713	2594	+	882	1	882	821.00088	93.084	0.06916	1
AG-426-F11	AG-918-B06	AG-426-F11_01157	AG-426-F11_NODE_36	251	514	+	264	1	225	195.99975	87.111	0.12889	1
AG-426-F11	AG-904-K03	AG-426-F11_01158	AG-426-F11_NODE_36	567	2333	+	1767	1	1767	1765.99281	99.943	0.00057	1
AG-426-F11	AG-918-B06	AG-426-F11_01158	AG-426-F11_NODE_36	567	2333	+	1767	1	1769	1521.00389	85.981	0.14019	1
AG-426-F11	AG-904-K03	AG-426-F11_01159	AG-426-F11_NODE_37	1029	1946	+	918	1	919	866.00127	94.233	0.05767	1
AG-426-F11	AG-904-K03	AG-426-F11_01160	AG-426-F11_NODE_38	54	344	+	291	1	291	291.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01161	AG-426-F11_NODE_38	346	669	+	324	1	324	324.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01162	AG-426-F11_NODE_38	672	959	+	288	1	288	288.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01163	AG-426-F11_NODE_38	970	1290	+	321	1	321	321.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01164	AG-426-F11_NODE_38	1290	1787	+	498	1	498	498.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01165	AG-426-F11_NODE_38	1836	2171	+	336	1	336	336.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01166	AG-426-F11_NODE_38	2175	2333	-	159	1	159	159.0	100.0	0.0	1
AG-426-F11	AG-904-K03	AG-426-F11_01168	AG-426-F11_NODE_39	457	939	+	483	1	483	483.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01168	AG-426-F11_NODE_39	457	939	+	483	1	483	452.00106	93.582	0.06418	1
AG-426-F11	AG-904-K03	AG-426-F11_01169	AG-426-F11_NODE_39	983	1264	+	282	1	282	282.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01169	AG-426-F11_NODE_39	983	1264	+	282	1	282	268.9998	95.39	0.0461	1
AG-426-F11	AG-904-K03	AG-426-F11_01170	AG-426-F11_NODE_39	1264	1812	+	549	1	549	549.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01170	AG-426-F11_NODE_39	1264	1812	+	549	1	549	520.00182	94.718	0.05282	1
AG-426-F11	AG-904-K03	AG-426-F11_01171	AG-426-F11_NODE_39	1814	2401	-	588	1	588	588.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01171	AG-426-F11_NODE_39	1814	2401	-	588	1	588	529.00008	89.966	0.10034	1
AG-426-F11	AG-904-K03	AG-426-F11_01172	AG-426-F11_NODE_40	69	1352	-	1284	1	1284	1205.997	93.925	0.06075	1
AG-426-F11	AG-904-K03	AG-426-F11_01173	AG-426-F11_NODE_40	1355	2215	-	861	1	858	808.99962	94.289	0.05711	1
AG-426-F11	AG-904-K03	AG-426-F11_01174	AG-426-F11_NODE_41	819	1118	-	300	1	301	300.00068	99.668	0.00332	1
AG-426-F11	AG-904-K03	AG-426-F11_01175	AG-426-F11_NODE_41	1121	2005	-	885	1	885	883.99995	99.887	0.00113	1
AG-426-F11	AG-918-B06	AG-426-F11_01175	AG-426-F11_NODE_41	1121	2005	-	885	1	878	750.9973	85.535	0.14465	1
AG-426-F11	AG-904-K03	AG-426-F11_01176	AG-426-F11_NODE_42	107	808	+	702	1	702	702.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01176	AG-426-F11_NODE_42	107	808	+	702	1	702	597.9987	85.185	0.14815	1
AG-426-F11	AG-904-K03	AG-426-F11_01177	AG-426-F11_NODE_42	808	1599	+	792	1	792	792.0	100.0	0.0	1
AG-426-F11	AG-918-B06	AG-426-F11_01177	AG-426-F11_NODE_42	808	1599	+	792	1	792	700.00128	88.384	0.11616	1
AG-426-F11	AG-904-K03	AG-426-F11_01178	AG-426-F11_NODE_42	1596	1943	-	348	1	348	348.0	100.0	0.0	1
AG-426-L23	AG-447-K11	AG-426-L23_00106	AG-426-L23_NODE_1	100866	101372	+	507	1	434	332.99952	76.728	0.23272	1
AG-426-L23	AG-447-K11	AG-426-L23_00108	AG-426-L23_NODE_1	102592	103368	+	777	1	770	632.0006	82.078	0.17922	1
AG-426-L23	AG-447-K11	AG-426-L23_00132	AG-426-L23_NODE_2	18730	20901	+	2172	1	2102	1640.00142	78.021	0.21979	1
AG-426-L23	AG-447-K11	AG-426-L23_00142	AG-426-L23_NODE_2	28093	28887	+	795	1	397	289.00012	72.796	0.27204	1
AG-426-L23	AG-447-K11	AG-426-L23_00150	AG-426-L23_NODE_2	34900	36117	-	1218	1	1131	884.00091	78.161	0.21839	1
AG-426-L23	AG-447-K11	AG-426-L23_00166	AG-426-L23_NODE_2	50396	51130	+	735	1	747	583.99713	78.179	0.21821	1
AG-426-L23	AG-447-K11	AG-426-L23_00178	AG-426-L23_NODE_2	59569	60942	-	1374	1	323	246.00003	76.161	0.23839	1
AG-426-L23	AG-447-K11	AG-426-L23_00191	AG-426-L23_NODE_2	69129	69971	+	843	1	487	383.00115	78.645	0.21355	1
AG-426-L23	AG-447-K11	AG-426-L23_00211	AG-426-L23_NODE_3	4182	6845	-	2664	1	2578	1962.01268	76.106	0.23894	1
AG-426-L23	AG-447-K11	AG-426-L23_00243	AG-426-L23_NODE_3	36456	37187	-	732	1	325	241.0005	74.154	0.25846	1
AG-426-L23	AG-447-K11	AG-426-L23_00273	AG-426-L23_NODE_4	5771	7105	-	1335	1	1338	1088.9982	81.39	0.1861	1
AG-426-L23	AG-447-K11	AG-426-L23_00285	AG-426-L23_NODE_4	17222	19003	-	1782	1	1763	1473.99141	83.607	0.16393	1
AG-426-L23	AG-447-K11	AG-426-L23_00290	AG-426-L23_NODE_4	22288	24147	-	1860	1	1845	1485.9999	80.542	0.19458	1
AG-426-L23	AG-447-K11	AG-426-L23_00291	AG-426-L23_NODE_4	24147	24617	-	471	1	344	296.99928	86.337	0.13663	1
AG-426-L23	AG-447-K11	AG-426-L23_00327	AG-426-L23_NODE_5	5168	6712	+	1545	1	1085	801.00125	73.825	0.26175	1
AG-426-L23	AG-447-K11	AG-426-L23_00356	AG-426-L23_NODE_5	35038	35487	-	450	1	409	300.0015	73.35	0.2665	1
AG-426-L23	AG-447-K11	AG-426-L23_00367	AG-426-L23_NODE_5	40366	42513	-	2148	1	1997	1526.00755	76.415	0.23585	1
AG-426-L23	AG-447-K11	AG-426-L23_00417	AG-426-L23_NODE_7	11606	13534	+	1929	1	1819	1449.99766	79.714	0.20286	1
AG-426-L23	AG-447-K11	AG-426-L23_00453	AG-426-L23_NODE_8	16107	17612	-	1506	1	1122	875.00292	77.986	0.22014	1
AG-426-L23	AG-447-K11	AG-426-L23_00481	AG-426-L23_NODE_9	18034	20466	-	2433	1	2446	1927.00772	78.782	0.21218	1
AG-426-L23	AG-447-K11	AG-426-L23_00497	AG-426-L23_NODE_10	11205	14255	-	3051	1	2465	1920.99915	77.931	0.22069	1
AG-426-L23	AG-447-K11	AG-426-L23_00501	AG-426-L23_NODE_10	16874	18322	+	1449	1	1319	1011.00031	76.649	0.23351	1
AG-426-L23	AG-447-K11	AG-426-L23_00535	AG-426-L23_NODE_12	5244	6311	+	1068	1	845	672.00315	79.527	0.20473	1
AG-426-L23	AG-447-K11	AG-426-L23_00537	AG-426-L23_NODE_12	8710	10518	+	1809	1	1797	1405.00242	78.186	0.21814	1
AG-426-L23	AG-447-K11	AG-426-L23_00565	AG-426-L23_NODE_13	16470	17927	-	1458	1	1106	889.0028	80.38	0.1962	1
AG-426-L23	AG-447-K11	AG-426-L23_00578	AG-426-L23_NODE_14	9111	10958	-	1848	1	803	607.99948	75.716	0.24284	1
AG-426-L23	AG-447-K11	AG-426-L23_00674	AG-426-L23_NODE_20	5507	6097	-	591	1	598	463.0015	77.425	0.22575	1
AG-426-L23	AG-447-K11	AG-426-L23_00691	AG-426-L23_NODE_22	43	2784	-	2742	1	2542	1852.9909	72.895	0.27105	1
AG-426-L23	AG-447-K11	AG-426-L23_00693	AG-426-L23_NODE_22	3696	4502	-	807	1	306	224.99874	73.529	0.26471	1
AG-426-L23	AG-447-K11	AG-426-L23_00695	AG-426-L23_NODE_22	4961	6616	+	1656	1	1674	1309.00104	78.196	0.21804	1
AG-426-L23	AG-447-K11	AG-426-L23_00700	AG-426-L23_NODE_23	935	2188	+	1254	1	1151	906.99951	78.801	0.21199	1
AG-426-L23	AG-447-K11	AG-426-L23_00719	AG-426-L23_NODE_25	372	1715	+	1344	1	1314	1032.00246	78.539	0.21461	1
AG-426-L23	AG-447-K11	AG-426-L23_00765	AG-426-L23_NODE_33	18	1340	+	1323	1	1229	980.0046	79.74	0.2026	1
AG-426-L23	AG-447-K11	AG-426-L23_00788	AG-426-L23_NODE_40	170	1717	+	1548	1	1554	1191.9957	76.705	0.23295	1
AG-430-E20	AG-905-A10	AG-430-E20_00001	AG-430-E20_NODE_1	46	687	+	642	1	642	639.00186	99.533	0.00467	1
AG-430-E20	AG-905-A10	AG-430-E20_00002	AG-430-E20_NODE_1	690	1544	+	855	1	855	835.00155	97.661	0.02339	1
AG-430-E20	AG-905-A10	AG-430-E20_00003	AG-430-E20_NODE_1	1581	3803	+	2223	1	2223	2170.00368	97.616	0.02384	1
AG-430-E20	AG-905-A10	AG-430-E20_00004	AG-430-E20_NODE_1	3800	4444	-	645	1	537	526.00224	97.952	0.02048	1
AG-430-E20	AG-905-A10	AG-430-E20_00007	AG-430-E20_NODE_1	6210	7643	+	1434	1	1434	1427.00208	99.512	0.00488	1
AG-430-E20	AG-905-A10	AG-430-E20_00008	AG-430-E20_NODE_1	7640	8830	-	1191	1	660	658.0002	99.697	0.00303	1
AG-430-E20	AG-905-A10	AG-430-E20_00025	AG-430-E20_NODE_1	24033	24887	-	855	1	855	846.9972	99.064	0.00936	1
AG-430-E20	AG-905-A10	AG-430-E20_00026	AG-430-E20_NODE_1	24875	25819	-	945	1	945	936.99585	99.153	0.00847	1
AG-430-E20	AG-905-A10	AG-430-E20_00027	AG-430-E20_NODE_1	25848	27317	-	1470	1	1470	1448.9937	98.571	0.01429	1
AG-430-E20	AG-905-A10	AG-430-E20_00028	AG-430-E20_NODE_1	27388	28713	-	1326	1	1326	1316.99646	99.321	0.00679	1
AG-430-E20	AG-905-A10	AG-430-E20_00029	AG-430-E20_NODE_1	28816	29166	-	351	1	351	348.9993	99.43	0.0057	1
AG-430-E20	AG-905-A10	AG-430-E20_00030	AG-430-E20_NODE_1	29172	31511	-	2340	1	2340	2323.0116	99.274	0.00726	1
AG-430-E20	AG-905-A10	AG-430-E20_00031	AG-430-E20_NODE_1	31625	32572	+	948	1	948	943.99944	99.578	0.00422	1
AG-430-E20	AG-905-A10	AG-430-E20_00032	AG-430-E20_NODE_1	32653	33030	+	378	1	378	376.9983	99.735	0.00265	1
AG-430-E20	AG-905-A10	AG-430-E20_00033	AG-430-E20_NODE_1	33030	33581	+	552	1	552	550.00176	99.638	0.00362	1
AG-430-E20	AG-905-A10	AG-430-E20_00034	AG-430-E20_NODE_1	33648	34679	+	1032	1	1032	1029.99792	99.806	0.00194	1
AG-430-E20	AG-905-A10	AG-430-E20_00035	AG-430-E20_NODE_1	34683	36836	+	2154	1	2154	2144.99628	99.582	0.00418	1
AG-430-E20	AG-905-A10	AG-430-E20_00036	AG-430-E20_NODE_1	36858	37805	+	948	1	948	939.00348	99.051	0.00949	1
AG-430-E20	AG-905-A10	AG-430-E20_00037	AG-430-E20_NODE_1	37809	39140	-	1332	1	1332	1326.006	99.55	0.0045	1
AG-430-E20	AG-905-A10	AG-430-E20_00038	AG-430-E20_NODE_1	39217	40374	+	1158	1	1158	1152.00156	99.482	0.00518	1
AG-430-E20	AG-905-A10	AG-430-E20_00039	AG-430-E20_NODE_1	40374	41162	+	789	1	789	786.0018	99.62	0.0038	1
AG-430-E20	AG-905-A10	AG-430-E20_00040	AG-430-E20_NODE_1	41154	42839	-	1686	1	1685	1678.00725	99.585	0.00415	1
AG-430-E20	AG-905-A10	AG-430-E20_00041	AG-430-E20_NODE_1	42968	44224	+	1257	1	1257	1253.99577	99.761	0.00239	1
AG-430-E20	AG-905-A10	AG-430-E20_00042	AG-430-E20_NODE_1	44225	44494	+	270	1	270	267.9993	99.259	0.00741	1
AG-430-E20	AG-905-A10	AG-430-E20_00043	AG-430-E20_NODE_1	44494	47490	+	2997	1	2997	2956.00104	98.632	0.01368	1
AG-430-E20	AG-905-A10	AG-430-E20_00044	AG-430-E20_NODE_1	47487	48074	+	588	1	588	579.99732	98.639	0.01361	1
AG-430-E20	AG-905-A10	AG-430-E20_00045	AG-430-E20_NODE_1	48076	48924	-	849	1	849	845.00121	99.529	0.00471	1
AG-430-E20	AG-905-A10	AG-430-E20_00046	AG-430-E20_NODE_1	49032	49328	+	297	1	297	295.99911	99.663	0.00337	1
AG-430-E20	AG-905-A10	AG-430-E20_00047	AG-430-E20_NODE_1	49325	49765	-	441	1	441	434.99799	98.639	0.01361	1
AG-430-E20	AG-905-A10	AG-430-E20_00048	AG-430-E20_NODE_1	49769	50515	-	747	1	747	743.00355	99.465	0.00535	1
AG-430-E20	AG-905-A10	AG-430-E20_00049	AG-430-E20_NODE_1	50659	50865	-	207	1	207	207.0	100.0	0.0	1
AG-430-E20	AG-905-A10	AG-430-E20_00050	AG-430-E20_NODE_1	50982	51449	-	468	1	468	465.00012	99.359	0.00641	1
AG-430-E20	AG-905-A10	AG-430-E20_00051	AG-430-E20_NODE_1	51450	52496	-	1047	1	1047	1037.9958	99.14	0.0086	1
AG-430-E20	AG-905-A10	AG-430-E20_00052	AG-430-E20_NODE_1	52498	52989	-	492	1	492	488.00004	99.187	0.00813	1
AG-430-E20	AG-905-A10	AG-430-E20_00053	AG-430-E20_NODE_1	53082	54047	+	966	1	966	964.00038	99.793	0.00207	1
AG-430-E20	AG-905-A10	AG-430-E20_00054	AG-430-E20_NODE_1	54050	55711	+	1662	1	1662	1645.99494	99.037	0.00963	1
AG-430-E20	AG-905-A10	AG-430-E20_00055	AG-430-E20_NODE_1	55715	56326	+	612	1	612	592.9974	96.895	0.03105	1
AG-430-E20	AG-905-A10	AG-430-E20_00056	AG-430-E20_NODE_1	56319	56486	+	168	1	168	163.00032	97.024	0.02976	1
AG-430-E20	AG-905-A10	AG-430-E20_00057	AG-430-E20_NODE_1	56483	57028	-	546	1	546	538.0011	98.535	0.01465	1
AG-430-E20	AG-905-A10	AG-430-E20_00058	AG-430-E20_NODE_1	57181	58539	-	1359	1	1359	1340.00118	98.602	0.01398	1
